,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_number_of_click,total_score,externalquiz,forumng,glossary,homepage,oucontent,ouelluminate,ouwiki,page,resource,subpage,url,date_registration,date_unregistration
310,1,1,403085,1,1,1,9,1,0,60,0,1,2251.0,144.01999999999998,29.0,249.0,3.0,207.0,21.0,76.0,51.0,1.0,53.0,290.0,110.0,-25.0,0.0
311,1,1,403902,0,11,1,5,0,0,60,0,1,374.0,35.5,7.0,0.0,0.0,26.0,20.0,0.0,0.0,0.0,15.0,24.0,13.0,-46.0,0.0
312,1,1,404852,1,5,1,0,0,1,130,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-171.0,-67.0
313,1,1,405426,1,10,2,4,0,0,60,0,1,356.0,37.69,10.0,0.0,0.0,36.0,20.0,1.0,4.0,0.0,26.0,52.0,16.0,-88.0,0.0
314,1,1,405743,1,8,3,4,0,1,120,0,0,243.0,25.65,6.0,18.0,0.0,47.0,17.0,0.0,0.0,0.0,16.0,27.0,12.0,-15.0,125.0
315,1,1,405784,0,4,3,2,0,0,120,0,0,1911.0,22.72,13.0,200.0,0.0,120.0,37.0,10.0,21.0,2.0,70.0,152.0,75.0,-16.0,223.0
316,1,1,406056,0,8,2,5,0,0,60,0,1,946.0,124.875,14.0,100.0,0.0,103.0,23.0,8.0,20.0,0.0,57.0,115.0,37.0,-89.0,0.0
317,1,1,406498,0,7,2,0,0,1,120,0,0,439.0,16.46,10.0,41.0,0.0,33.0,9.0,1.0,6.0,0.0,15.0,57.0,16.0,-27.0,64.0
318,1,1,406541,0,0,2,4,0,2,250,0,1,2014.0,100.595,22.0,158.0,0.0,146.0,43.0,6.0,43.0,0.0,72.0,260.0,56.0,-55.0,0.0
319,1,1,407595,0,12,2,1,0,2,60,0,1,56.0,15.58,1.0,0.0,0.0,9.0,3.0,2.0,0.0,0.0,4.0,5.0,2.0,-109.0,0.0
320,1,1,407838,1,2,2,0,1,0,60,0,1,460.0,3.0649999999999995,3.0,18.0,1.0,20.0,11.0,4.0,0.0,1.0,17.0,58.0,33.0,-24.0,0.0
321,1,1,409091,0,1,2,7,1,0,60,0,1,1125.0,172.025,21.0,128.0,0.0,74.0,11.0,17.0,19.0,1.0,54.0,102.0,58.0,-225.0,0.0
322,1,1,409109,0,9,1,5,0,2,150,0,1,829.0,97.645,25.0,25.0,0.0,89.0,61.0,6.0,4.0,1.0,41.0,98.0,19.0,-28.0,0.0
323,1,1,409766,1,3,1,0,0,3,210,0,0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-51.0,27.0
324,1,1,409880,0,8,2,2,0,0,90,0,0,191.0,1.46,2.0,24.0,0.0,13.0,2.0,0.0,1.0,0.0,4.0,23.0,8.0,-24.0,23.0
325,1,1,410886,0,10,2,9,0,0,60,0,1,3948.0,160.16,13.0,487.0,1.0,206.0,64.0,4.0,35.0,2.0,104.0,254.0,49.0,-58.0,0.0
326,1,1,411001,1,10,1,8,0,0,60,0,0,151.0,0.0,0.0,12.0,0.0,11.0,3.0,0.0,1.0,1.0,8.0,14.0,6.0,-106.0,123.0
327,1,1,412063,1,4,1,7,0,0,60,0,1,429.0,19.655,9.0,14.0,0.0,36.0,16.0,12.0,1.0,0.0,23.0,46.0,10.0,-88.0,0.0
328,1,1,412431,0,5,2,0,1,0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-183.0,-53.0
329,1,1,412731,0,9,3,5,1,0,60,0,1,1786.0,31.825,12.0,140.0,1.0,121.0,33.0,2.0,39.0,0.0,86.0,141.0,25.0,-102.0,0.0
330,1,1,412754,0,0,1,2,0,2,60,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.0,27.0
331,1,1,412772,1,1,3,3,0,1,150,0,1,1019.0,155.16,7.0,39.0,0.0,87.0,18.0,5.0,24.0,1.0,44.0,105.0,36.0,-27.0,0.0
332,1,1,413580,0,1,3,1,0,0,60,0,0,482.0,31.869999999999997,7.0,14.0,0.0,36.0,29.0,2.0,9.0,0.0,32.0,45.0,27.0,-23.0,168.0
333,1,1,413934,0,7,2,7,1,0,60,0,1,1478.0,32.66,7.0,10.0,0.0,62.0,26.0,0.0,9.0,1.0,58.0,232.0,12.0,-30.0,0.0
334,1,1,414304,0,11,2,7,1,0,80,0,1,2231.0,135.4,16.0,186.0,0.0,190.0,48.0,10.0,49.0,0.0,105.0,252.0,109.0,-58.0,0.0
335,1,1,414587,0,11,3,9,0,1,60,0,1,628.0,140.645,16.0,31.0,0.0,55.0,50.0,3.0,9.0,0.0,46.0,137.0,5.0,-3.0,0.0
336,1,1,414758,1,8,1,9,0,3,120,0,1,479.0,96.465,7.0,26.0,0.0,37.0,16.0,5.0,8.0,0.0,18.0,35.0,2.0,-28.0,0.0
337,1,1,414803,0,11,2,7,0,1,120,0,1,448.0,45.94,9.0,22.0,0.0,29.0,17.0,0.0,5.0,0.0,24.0,64.0,7.0,-245.0,0.0
338,1,1,415695,0,8,2,7,0,0,60,0,1,2635.0,39.32,37.0,236.0,3.0,187.0,56.0,3.0,44.0,1.0,38.0,168.0,28.0,-16.0,0.0
339,1,1,415812,1,10,1,9,0,0,60,0,0,342.0,22.125,4.0,2.0,0.0,27.0,18.0,0.0,0.0,0.0,17.0,87.0,4.0,-16.0,163.0
340,1,1,416000,0,9,1,8,0,1,210,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-238.0,-145.0
341,1,1,416008,1,10,1,0,0,0,60,0,1,831.0,40.92,5.0,42.0,0.0,59.0,33.0,2.0,21.0,0.0,39.0,130.0,47.0,-96.0,0.0
342,1,1,417242,0,9,1,6,1,0,60,0,1,963.0,157.325,19.0,45.0,2.0,87.0,28.0,0.0,20.0,0.0,76.0,134.0,57.0,-86.0,0.0
343,1,1,417410,0,6,2,0,0,1,120,0,1,90.0,3.0,1.0,3.0,0.0,7.0,3.0,0.0,0.0,0.0,4.0,22.0,8.0,-60.0,0.0
344,1,1,417974,1,6,2,9,0,2,120,0,0,203.0,0.0,0.0,22.0,0.0,18.0,3.0,1.0,6.0,0.0,7.0,19.0,5.0,-53.0,157.0
345,1,1,418122,1,7,2,3,1,0,60,0,1,724.0,118.795,11.0,67.0,0.0,69.0,41.0,13.0,8.0,1.0,46.0,55.0,11.0,-48.0,0.0
346,1,1,418490,1,8,2,7,1,0,60,0,1,4071.0,103.44500000000001,54.0,253.0,1.0,180.0,74.0,16.0,58.0,1.0,207.0,683.0,150.0,-97.0,0.0
347,1,1,418956,1,8,1,6,0,0,120,0,1,1443.0,144.245,14.0,141.0,0.0,96.0,15.0,14.0,23.0,0.0,65.0,135.0,78.0,-99.0,0.0
348,1,1,419273,0,10,1,7,0,0,60,0,1,1199.0,51.64,8.0,76.0,3.0,69.0,30.0,2.0,17.0,0.0,33.0,71.0,24.0,-88.0,0.0
349,1,1,420388,0,11,1,6,1,0,60,1,1,1514.0,82.74,15.0,154.0,0.0,119.0,27.0,1.0,33.0,1.0,54.0,113.0,50.0,-53.0,0.0
350,1,1,421221,0,11,2,7,0,0,130,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.0,-29.0
351,1,1,422164,1,10,2,9,0,0,90,0,1,313.0,42.46,5.0,8.0,0.0,42.0,6.0,1.0,4.0,0.0,15.0,45.0,6.0,-46.0,0.0
352,1,1,422768,0,1,2,6,0,0,60,0,1,1355.0,115.455,16.0,120.0,0.0,84.0,30.0,4.0,28.0,0.0,65.0,145.0,21.0,-25.0,0.0
353,1,1,423061,1,4,3,4,1,2,120,0,1,272.0,8.785,1.0,17.0,0.0,11.0,5.0,0.0,3.0,0.0,20.0,29.0,2.0,-67.0,0.0
354,1,1,423386,0,12,1,6,1,0,60,0,0,1569.0,65.47,14.0,130.0,2.0,106.0,14.0,19.0,19.0,1.0,48.0,175.0,64.0,-72.0,223.0
355,1,1,423474,0,0,3,3,1,0,120,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-304.0,-99.0
356,1,1,423757,1,11,2,9,0,0,60,0,1,1083.0,90.735,20.0,52.0,0.0,92.0,62.0,7.0,20.0,0.0,31.0,75.0,34.0,-97.0,0.0
357,1,1,423876,1,1,4,6,1,0,60,0,0,644.0,5.685,2.0,59.0,0.0,33.0,9.0,3.0,10.0,2.0,24.0,60.0,40.0,-48.0,51.0
358,1,1,424987,1,4,2,0,0,0,120,0,1,1212.0,94.815,6.0,68.0,0.0,84.0,27.0,6.0,15.0,3.0,127.0,152.0,76.0,-11.0,0.0
359,1,1,425136,1,4,1,2,0,0,60,0,1,111.0,0.6,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,15.0,16.0,7.0,-94.0,0.0
360,1,1,426059,1,5,2,0,0,0,60,0,0,879.0,32.57,13.0,49.0,0.0,73.0,34.0,5.0,18.0,1.0,77.0,127.0,32.0,-43.0,219.0
361,1,1,426094,1,9,2,4,0,1,240,0,0,160.0,1.5,2.0,0.0,1.0,10.0,3.0,2.0,1.0,1.0,21.0,47.0,11.0,-92.0,136.0
362,1,1,426137,1,11,2,4,0,1,60,0,0,276.0,0.0,1.0,13.0,1.0,12.0,2.0,2.0,1.0,2.0,9.0,52.0,20.0,-23.0,19.0
363,1,1,426701,0,9,2,5,0,0,240,0,0,30.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,-16.0,3.0
364,1,1,426871,1,12,1,8,0,1,60,0,1,3842.0,135.98,39.0,274.0,1.0,195.0,50.0,21.0,42.0,2.0,153.0,320.0,114.0,-66.0,0.0
365,1,1,428411,0,0,3,2,1,0,150,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.0,-87.0
366,1,1,429833,0,0,1,6,0,0,60,0,1,585.0,74.7,17.0,12.0,0.0,55.0,38.0,1.0,3.0,1.0,26.0,78.0,12.0,-61.0,0.0
367,1,1,430055,0,9,2,1,0,0,120,1,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-30.0,-3.0
368,1,1,430279,0,6,2,6,1,0,60,0,0,690.0,5.59,2.0,111.0,0.0,32.0,4.0,4.0,11.0,3.0,23.0,67.0,32.0,-68.0,38.0
369,1,1,430516,1,1,1,1,0,1,180,0,0,29.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,-43.0,-3.0
370,1,1,431005,1,9,2,2,0,1,150,0,0,342.0,23.52,7.0,0.0,0.0,56.0,15.0,0.0,0.0,1.0,8.0,69.0,4.0,-24.0,194.0
371,1,1,432204,0,3,2,1,0,0,60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,27.0
372,1,1,433151,0,7,2,0,0,1,120,1,1,1277.0,117.905,13.0,83.0,0.0,88.0,30.0,5.0,11.0,0.0,52.0,175.0,43.0,-30.0,0.0
373,1,1,433386,0,1,2,3,0,0,60,0,1,2152.0,126.3,33.0,79.0,2.0,111.0,33.0,27.0,33.0,2.0,130.0,343.0,66.0,-52.0,0.0
374,1,1,434767,1,0,1,8,0,0,60,0,0,84.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,7.0,12.0,9.0,-78.0,3.0
375,1,1,434977,0,0,2,6,0,1,60,0,1,1119.0,122.22,12.0,149.0,0.0,93.0,20.0,4.0,19.0,3.0,61.0,79.0,45.0,-44.0,0.0
376,1,1,435101,1,0,1,4,0,1,240,0,1,71.0,1.1400000000000001,2.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,12.0,18.0,8.0,-44.0,0.0
377,1,1,435423,1,11,2,6,1,1,130,0,1,4177.0,147.705,35.0,351.0,3.0,233.0,66.0,7.0,32.0,2.0,172.0,473.0,85.0,-25.0,0.0
378,1,1,435780,0,10,1,5,0,1,180,0,0,1921.0,26.595,15.0,212.0,2.0,105.0,15.0,12.0,10.0,0.0,38.0,166.0,46.0,-46.0,90.0
379,1,1,436554,1,12,1,5,0,1,120,0,0,123.0,0.0,5.0,2.0,0.0,4.0,2.0,1.0,0.0,1.0,5.0,26.0,11.0,-23.0,54.0
380,1,1,437281,1,8,2,7,0,0,80,0,1,2784.0,153.445,42.0,348.0,0.0,221.0,26.0,16.0,25.0,1.0,55.0,327.0,61.0,-30.0,0.0
381,1,1,437747,0,6,2,5,0,0,105,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68.0,-61.0
382,1,1,438244,1,12,3,1,0,0,60,0,1,822.0,45.78,9.0,45.0,0.0,45.0,22.0,0.0,3.0,0.0,28.0,73.0,24.0,-90.0,0.0
383,1,1,438662,1,2,1,3,0,1,60,0,1,1608.0,91.945,26.0,114.0,0.0,74.0,84.0,19.0,18.0,0.0,50.0,321.0,25.0,-78.0,0.0
384,1,1,439013,1,6,1,2,0,0,60,0,1,45.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-8.0,0.0
385,1,1,439542,0,10,2,5,0,0,120,0,1,817.0,37.0,9.0,53.0,0.0,47.0,28.0,0.0,11.0,0.0,34.0,75.0,14.0,-23.0,0.0
386,1,1,440375,1,8,2,1,0,0,60,0,1,805.0,55.455,8.0,95.0,0.0,72.0,38.0,6.0,9.0,1.0,30.0,67.0,4.0,-72.0,0.0
387,1,1,440499,1,9,3,3,2,0,60,0,1,1192.0,121.075,12.0,40.0,0.0,83.0,27.0,7.0,26.0,1.0,66.0,93.0,46.0,-50.0,0.0
388,1,1,440857,0,7,1,1,0,1,120,0,0,322.0,6.94,4.0,4.0,0.0,18.0,13.0,0.0,2.0,1.0,26.0,22.0,28.0,-106.0,86.0
389,1,1,441113,1,8,1,9,0,0,75,0,1,1123.0,104.975,10.0,109.0,0.0,93.0,34.0,5.0,25.0,1.0,74.0,150.0,45.0,-58.0,0.0
390,1,1,441132,1,10,3,6,0,0,60,0,1,2134.0,106.32000000000001,25.0,228.0,13.0,103.0,30.0,4.0,33.0,1.0,61.0,273.0,51.0,-68.0,0.0
391,1,1,441201,1,11,1,7,1,0,60,0,1,2191.0,131.465,45.0,161.0,0.0,134.0,24.0,10.0,16.0,3.0,97.0,310.0,36.0,-93.0,0.0
392,1,1,441302,1,3,1,5,0,0,60,0,1,1225.0,162.85999999999999,23.0,40.0,0.0,110.0,61.0,1.0,22.0,1.0,40.0,149.0,56.0,-23.0,0.0
393,1,1,441389,0,11,2,8,0,0,60,0,1,1825.0,133.96,25.0,281.0,0.0,162.0,27.0,7.0,19.0,4.0,57.0,104.0,47.0,-16.0,0.0
394,1,1,442131,1,12,1,7,0,0,60,0,1,379.0,5.9350000000000005,1.0,50.0,0.0,30.0,7.0,2.0,2.0,0.0,10.0,27.0,10.0,-22.0,0.0
395,1,1,442545,0,4,3,6,1,0,60,0,1,1969.0,135.26999999999998,37.0,183.0,1.0,141.0,53.0,3.0,47.0,0.0,66.0,328.0,47.0,-52.0,0.0
396,1,1,442865,0,11,1,6,0,0,60,0,1,1919.0,104.49,12.0,199.0,0.0,142.0,34.0,22.0,14.0,14.0,75.0,319.0,60.0,-28.0,0.0
397,1,1,442886,1,0,1,3,1,0,60,0,1,2264.0,109.29,27.0,194.0,3.0,151.0,42.0,19.0,37.0,4.0,94.0,247.0,80.0,-51.0,0.0
398,1,1,443055,0,7,1,0,0,2,180,0,1,287.0,0.0,0.0,35.0,0.0,15.0,8.0,0.0,2.0,0.0,12.0,22.0,14.0,-18.0,0.0
399,1,1,443215,0,4,1,8,0,0,60,0,1,2581.0,119.565,59.0,106.0,18.0,154.0,70.0,12.0,40.0,1.0,178.0,534.0,120.0,-61.0,0.0
400,1,1,443297,1,8,2,5,0,0,60,0,1,910.0,133.0,32.0,33.0,0.0,104.0,56.0,1.0,11.0,1.0,51.0,109.0,37.0,-86.0,0.0
401,1,1,443500,1,12,3,2,0,1,120,0,0,40.0,0.0,0.0,11.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-127.0,27.0
402,1,1,443842,1,5,1,0,0,0,60,0,1,449.0,10.56,4.0,0.0,0.0,15.0,14.0,0.0,0.0,1.0,18.0,58.0,60.0,-24.0,0.0
403,1,1,444576,0,0,2,3,0,0,60,0,1,703.0,31.794999999999998,8.0,55.0,0.0,53.0,24.0,1.0,7.0,1.0,20.0,40.0,22.0,-27.0,0.0
404,1,1,444713,0,6,2,0,0,0,90,1,0,462.0,8.115,1.0,88.0,0.0,44.0,3.0,0.0,9.0,1.0,17.0,43.0,18.0,-272.0,53.0
405,1,1,445134,1,10,2,3,0,2,120,0,1,64.0,0.0,0.0,7.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,-74.0,0.0
406,1,1,445573,0,8,2,5,0,0,60,1,1,647.0,13.469999999999999,6.0,65.0,0.0,41.0,17.0,0.0,4.0,2.0,36.0,50.0,27.0,-23.0,0.0
407,1,1,446814,1,0,2,8,0,0,120,0,1,636.0,89.675,12.0,34.0,0.0,45.0,35.0,0.0,7.0,0.0,16.0,145.0,6.0,-86.0,0.0
408,1,1,446836,1,12,2,1,0,0,60,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-101.0,0.0
409,1,1,447242,1,9,3,2,0,1,120,0,1,921.0,145.885,8.0,38.0,0.0,90.0,44.0,4.0,16.0,2.0,53.0,139.0,75.0,-137.0,0.0
410,1,1,464236,1,9,3,9,2,0,60,0,1,1220.0,116.205,27.0,82.0,0.0,87.0,13.0,0.0,62.0,1.0,58.0,158.0,61.0,-27.0,0.0
411,1,1,464596,1,0,1,7,0,0,60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,-17.0
412,1,1,464615,1,0,1,3,0,0,120,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-116.0
413,1,1,465068,0,8,3,6,0,1,120,0,0,126.0,9.2,6.0,0.0,0.0,11.0,10.0,0.0,1.0,0.0,10.0,31.0,1.0,-23.0,95.0
414,1,1,465260,1,1,2,7,1,0,120,0,1,1586.0,112.665,12.0,19.0,0.0,127.0,45.0,4.0,28.0,3.0,171.0,365.0,61.0,-42.0,0.0
415,1,1,465399,0,1,1,5,0,2,180,1,0,86.0,0.74,2.0,7.0,0.0,11.0,1.0,0.0,3.0,0.0,4.0,10.0,5.0,-34.0,37.0
416,1,1,465727,1,0,1,7,1,0,60,1,1,1393.0,104.095,12.0,63.0,5.0,75.0,30.0,8.0,28.0,3.0,71.0,174.0,56.0,-59.0,0.0
417,1,1,465764,0,1,1,3,1,0,60,1,1,1644.0,125.16499999999999,13.0,93.0,0.0,94.0,23.0,51.0,27.0,2.0,84.0,197.0,100.0,-43.0,0.0
418,1,1,465843,1,7,2,0,0,1,60,0,1,2441.0,171.815,27.0,152.0,2.0,147.0,51.0,25.0,31.0,1.0,99.0,370.0,74.0,-30.0,0.0
419,1,1,466158,0,8,1,3,0,0,90,1,0,1053.0,12.489999999999998,4.0,85.0,0.0,64.0,46.0,0.0,10.0,1.0,46.0,78.0,53.0,-171.0,97.0
420,1,1,466216,1,0,3,7,1,0,90,0,1,2387.0,165.05499999999998,26.0,326.0,0.0,194.0,37.0,10.0,28.0,1.0,93.0,220.0,53.0,-187.0,0.0
421,1,1,466990,0,4,1,9,0,0,60,0,1,1111.0,89.82,27.0,95.0,0.0,82.0,38.0,3.0,9.0,1.0,62.0,97.0,45.0,-15.0,0.0
422,1,1,467294,1,12,2,4,0,0,60,0,1,688.0,98.73,8.0,18.0,0.0,23.0,36.0,2.0,9.0,1.0,48.0,71.0,19.0,-22.0,0.0
423,1,1,467413,0,0,1,8,0,1,210,0,1,1428.0,89.47500000000001,10.0,108.0,0.0,70.0,34.0,20.0,10.0,0.0,74.0,136.0,22.0,49.0,0.0
424,1,1,467822,0,4,2,3,0,0,190,0,1,3273.0,149.21,26.0,210.0,4.0,200.0,69.0,8.0,41.0,1.0,141.0,457.0,60.0,-50.0,0.0
425,1,1,468672,1,6,2,1,0,1,120,0,0,373.0,7.924999999999999,3.0,6.0,0.0,19.0,4.0,0.0,1.0,3.0,22.0,38.0,29.0,-53.0,124.0
426,1,1,468729,1,10,2,6,0,0,105,0,0,235.0,25.69,5.0,9.0,0.0,29.0,9.0,0.0,1.0,1.0,9.0,9.0,3.0,-99.0,111.0
427,1,1,468808,1,8,2,7,1,1,90,0,1,1040.0,123.645,13.0,23.0,1.0,41.0,25.0,2.0,10.0,0.0,51.0,210.0,34.0,-53.0,0.0
428,1,1,469016,1,12,2,3,1,0,60,0,1,594.0,120.17999999999999,11.0,54.0,0.0,43.0,18.0,7.0,3.0,2.0,39.0,60.0,15.0,-66.0,0.0
429,1,1,470119,1,7,1,4,0,0,60,0,0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,-102.0,-8.0
430,1,1,470637,1,4,1,1,0,1,150,1,0,313.0,16.415,4.0,21.0,0.0,33.0,9.0,0.0,10.0,0.0,16.0,33.0,29.0,-21.0,144.0
431,1,1,470921,1,8,2,9,1,0,60,0,1,1628.0,83.5,24.0,123.0,0.0,141.0,26.0,8.0,23.0,0.0,72.0,190.0,33.0,-106.0,0.0
432,1,1,471654,1,2,1,0,0,0,120,0,1,2716.0,165.585,26.0,165.0,1.0,170.0,61.0,8.0,40.0,0.0,76.0,471.0,73.0,-61.0,0.0
433,1,1,471781,0,10,2,6,0,1,120,0,0,758.0,7.56,4.0,50.0,0.0,34.0,13.0,1.0,10.0,1.0,38.0,69.0,54.0,-15.0,45.0
434,1,1,472060,0,12,1,8,1,1,60,0,0,952.0,35.13,12.0,60.0,0.0,60.0,25.0,9.0,16.0,0.0,53.0,148.0,52.0,-22.0,163.0
435,1,1,472180,1,8,1,8,0,0,60,0,1,320.0,30.015,1.0,21.0,0.0,25.0,26.0,0.0,4.0,0.0,22.0,39.0,5.0,-22.0,0.0
436,1,1,472584,1,1,1,6,0,1,180,0,1,845.0,89.375,6.0,82.0,0.0,73.0,20.0,4.0,17.0,1.0,36.0,56.0,35.0,-140.0,0.0
437,1,1,472949,0,9,3,2,1,1,120,0,1,140.0,43.205,2.0,4.0,0.0,17.0,7.0,0.0,1.0,0.0,7.0,22.0,5.0,124.0,0.0
438,1,1,473008,0,2,1,0,0,0,120,0,1,2244.0,147.865,38.0,182.0,7.0,125.0,47.0,33.0,23.0,1.0,75.0,294.0,94.0,-101.0,0.0
439,1,1,473640,1,6,1,0,1,0,60,0,0,1510.0,2.42,5.0,308.0,0.0,109.0,15.0,0.0,7.0,1.0,10.0,66.0,23.0,-106.0,160.0
440,1,1,473965,1,1,2,6,1,0,60,0,1,747.0,102.07000000000001,11.0,46.0,0.0,42.0,31.0,7.0,6.0,0.0,52.0,90.0,30.0,-92.0,0.0
441,1,1,474133,1,11,1,4,1,1,240,1,1,1636.0,88.045,26.0,24.0,18.0,98.0,58.0,22.0,8.0,0.0,40.0,195.0,60.0,-53.0,0.0
442,1,1,474153,1,9,1,0,0,1,150,0,0,549.0,2.115,3.0,15.0,0.0,41.0,22.0,0.0,0.0,0.0,13.0,86.0,25.0,-48.0,108.0
443,1,1,474451,1,6,1,0,0,0,60,1,1,220.0,3.985,2.0,18.0,0.0,25.0,14.0,2.0,0.0,1.0,7.0,28.0,13.0,-24.0,0.0
444,1,1,474464,1,8,1,9,1,0,60,0,1,2318.0,125.675,33.0,205.0,0.0,139.0,50.0,5.0,32.0,3.0,73.0,229.0,64.0,-85.0,0.0
445,1,1,474633,0,3,1,6,0,1,120,0,1,2879.0,116.46,29.0,263.0,14.0,166.0,66.0,32.0,30.0,2.0,123.0,447.0,122.0,-155.0,0.0
446,1,1,474740,1,1,2,4,0,1,150,0,1,1024.0,85.375,19.0,52.0,0.0,60.0,44.0,2.0,25.0,0.0,24.0,159.0,14.0,-95.0,0.0
447,1,1,474966,0,6,1,4,0,1,120,0,0,107.0,0.0,0.0,8.0,0.0,8.0,2.0,0.0,0.0,2.0,8.0,21.0,7.0,-24.0,57.0
448,1,1,475443,1,7,1,1,0,0,180,0,0,726.0,1.92,12.0,16.0,0.0,48.0,21.0,3.0,9.0,3.0,72.0,150.0,39.0,-53.0,123.0
449,1,1,475480,1,6,2,0,0,0,60,0,0,353.0,1.2,2.0,46.0,0.0,17.0,6.0,2.0,7.0,0.0,11.0,37.0,14.0,-71.0,27.0
450,1,1,475604,0,11,2,2,0,0,60,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.0,-10.0
451,1,1,475619,1,10,3,4,1,0,60,0,0,1731.0,49.11,14.0,172.0,0.0,85.0,41.0,6.0,13.0,2.0,41.0,216.0,44.0,-24.0,223.0
452,1,1,475883,1,8,3,7,0,1,120,0,1,1732.0,146.0,9.0,163.0,1.0,106.0,27.0,1.0,27.0,1.0,78.0,213.0,83.0,-21.0,0.0
453,1,1,475897,1,5,2,7,1,0,120,0,1,2607.0,97.99499999999999,14.0,216.0,0.0,157.0,75.0,30.0,25.0,4.0,94.0,193.0,85.0,-95.0,0.0
454,1,1,476041,0,5,2,1,0,0,60,0,1,1038.0,109.82000000000001,8.0,170.0,1.0,152.0,21.0,3.0,13.0,1.0,40.0,64.0,19.0,-61.0,0.0
455,1,1,476093,0,7,1,4,0,1,120,0,1,66.0,0.0,1.0,3.0,0.0,8.0,2.0,1.0,0.0,1.0,1.0,1.0,9.0,-29.0,0.0
456,1,1,476637,1,5,3,8,1,1,240,0,1,1668.0,192.795,13.0,201.0,0.0,161.0,46.0,21.0,25.0,0.0,70.0,150.0,48.0,-213.0,0.0
457,1,1,476910,1,1,2,5,0,0,60,0,1,346.0,159.07999999999998,12.0,15.0,1.0,37.0,28.0,1.0,15.0,0.0,30.0,63.0,7.0,-23.0,0.0
458,1,1,476964,1,8,3,7,1,0,90,0,1,3643.0,177.76,29.0,362.0,3.0,208.0,47.0,16.0,34.0,2.0,132.0,442.0,166.0,-66.0,0.0
459,1,1,477160,0,2,3,0,1,1,120,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-142.0,-137.0
460,1,1,477451,1,8,2,9,0,0,60,1,1,635.0,112.735,9.0,34.0,0.0,58.0,34.0,5.0,8.0,1.0,34.0,36.0,16.0,-50.0,0.0
461,1,1,477517,1,8,4,9,1,0,70,0,1,2758.0,141.285,21.0,191.0,58.0,178.0,42.0,25.0,40.0,0.0,76.0,292.0,82.0,-154.0,0.0
462,1,1,478213,1,5,4,0,0,0,120,0,1,997.0,128.675,9.0,144.0,0.0,115.0,44.0,6.0,18.0,0.0,39.0,59.0,24.0,-2.0,0.0
463,1,1,478346,1,12,3,2,0,0,60,0,1,3116.0,157.38,25.0,227.0,1.0,139.0,70.0,8.0,22.0,4.0,175.0,372.0,68.0,-30.0,0.0
464,1,1,478744,0,6,2,5,0,1,180,0,0,76.0,0.75,2.0,4.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,8.0,2.0,-24.0,215.0
